Date,Open,High,Low,Close,Adj Close,Volume
1960-11-30,55.540001,55.540001,55.540001,55.540001,55.540001,3080000
1960-12-01,55.299999,55.299999,55.299999,55.299999,55.299999,3090000
1960-12-02,55.389999,55.389999,55.389999,55.389999,55.389999,3140000
1960-12-05,55.310001,55.310001,55.310001,55.310001,55.310001,3290000
1960-12-06,55.470001,55.470001,55.470001,55.470001,55.470001,3360000
1960-12-07,56.02,56.02,56.02,56.02,56.02,3660000
1960-12-08,56.150002,56.150002,56.150002,56.150002,56.150002,3540000
1960-12-09,56.650002,56.650002,56.650002,56.650002,56.650002,4460000
1960-12-12,56.849998,56.849998,56.849998,56.849998,56.849998,3020000
1960-12-13,56.880001,56.880001,56.880001,56.880001,56.880001,3500000
1960-12-14,56.84,56.84,56.84,56.84,56.84,3880000
1960-12-15,56.68,56.68,56.68,56.68,56.68,3660000
1960-12-16,57.200001,57.200001,57.200001,57.200001,57.200001,3770000
1960-12-19,57.130001,57.130001,57.130001,57.130001,57.130001,3630000
1960-12-20,57.09,57.09,57.09,57.09,57.09,3340000
1960-12-21,57.549999,57.549999,57.549999,57.549999,57.549999,4060000
1960-12-22,57.389999,57.389999,57.389999,57.389999,57.389999,3820000
1960-12-23,57.439999,57.439999,57.439999,57.439999,57.439999,3580000
1960-12-27,57.52,57.52,57.52,57.52,57.52,3270000
1960-12-28,57.779999,57.779999,57.779999,57.779999,57.779999,3620000
1960-12-29,58.049999,58.049999,58.049999,58.049999,58.049999,4340000
1960-12-30,58.110001,58.110001,58.110001,58.110001,58.110001,5300000
1961-01-03,57.57,57.57,57.57,57.57,57.57,2770000
1961-01-04,58.360001,58.360001,58.360001,58.360001,58.360001,3840000
1961-01-05,58.57,58.57,58.57,58.57,58.57,4130000
1961-01-06,58.400002,58.400002,58.400002,58.400002,58.400002,3620000
1961-01-09,58.810001,58.810001,58.810001,58.810001,58.810001,4210000
1961-01-10,58.970001,58.970001,58.970001,58.970001,58.970001,4840000
1961-01-11,59.139999,59.139999,59.139999,59.139999,59.139999,4370000
1961-01-12,59.32,59.32,59.32,59.32,59.32,4270000
1961-01-13,59.599998,59.599998,59.599998,59.599998,59.599998,4520000
1961-01-16,59.580002,59.580002,59.580002,59.580002,59.580002,4510000
1961-01-17,59.639999,59.639999,59.639999,59.639999,59.639999,3830000
1961-01-18,59.68,59.68,59.68,59.68,59.68,4390000
1961-01-19,59.77,59.77,59.77,59.77,59.77,4740000
1961-01-20,59.959999,59.959999,59.959999,59.959999,59.959999,3270000
1961-01-23,60.290001,60.290001,60.290001,60.290001,60.290001,4450000
1961-01-24,60.450001,60.450001,60.450001,60.450001,60.450001,4280000
1961-01-25,60.529999,60.529999,60.529999,60.529999,60.529999,4470000
1961-01-26,60.619999,60.619999,60.619999,60.619999,60.619999,4110000
1961-01-27,61.240002,61.240002,61.240002,61.240002,61.240002,4510000
1961-01-30,61.970001,61.970001,61.970001,61.970001,61.970001,5190000
1961-01-31,61.779999,61.779999,61.779999,61.779999,61.779999,4690000
1961-02-01,61.900002,61.900002,61.900002,61.900002,61.900002,4380000
1961-02-02,62.299999,62.299999,62.299999,62.299999,62.299999,4900000
1961-02-03,62.220001,62.220001,62.220001,62.220001,62.220001,5210000
1961-02-06,61.759998,61.759998,61.759998,61.759998,61.759998,3890000
1961-02-07,61.650002,61.650002,61.650002,61.650002,61.650002,4020000
1961-02-08,62.209999,62.209999,62.209999,62.209999,62.209999,4940000
1961-02-09,62.02,62.02,62.02,62.02,62.02,5590000
1961-02-10,61.5,61.5,61.5,61.5,61.5,4840000
1961-02-13,61.139999,61.139999,61.139999,61.139999,61.139999,3560000
1961-02-14,61.41,61.41,61.41,61.41,61.41,4490000
1961-02-15,61.919998,61.919998,61.919998,61.919998,61.919998,5200000
1961-02-16,62.299999,62.299999,62.299999,62.299999,62.299999,5070000
1961-02-17,62.099998,62.099998,62.099998,62.099998,62.099998,4640000
1961-02-20,62.32,62.32,62.32,62.32,62.32,4680000
1961-02-21,62.360001,62.360001,62.360001,62.360001,62.360001,5070000
1961-02-23,62.59,62.59,62.59,62.59,62.59,5620000
1961-02-24,62.84,62.84,62.84,62.84,62.84,5330000
1961-02-27,63.299999,63.299999,63.299999,63.299999,63.299999,5470000
1961-02-28,63.439999,63.439999,63.439999,63.439999,63.439999,5830000
1961-03-01,63.43,63.43,63.43,63.43,63.43,4970000
1961-03-02,63.849998,63.849998,63.849998,63.849998,63.849998,5300000
1961-03-03,63.950001,63.950001,63.950001,63.950001,63.950001,5530000
1961-03-06,64.050003,64.050003,64.050003,64.050003,64.050003,5650000
1961-03-07,63.470001,63.470001,63.470001,63.470001,63.470001,5540000
1961-03-08,63.439999,63.439999,63.439999,63.439999,63.439999,5910000
1961-03-09,63.5,63.5,63.5,63.5,63.5,6010000
1961-03-10,63.48,63.48,63.48,63.48,63.48,5950000
1961-03-13,63.66,63.66,63.66,63.66,63.66,5080000
1961-03-14,63.380001,63.380001,63.380001,63.380001,63.380001,4900000
1961-03-15,63.57,63.57,63.57,63.57,63.57,4900000
1961-03-16,64.209999,64.209999,64.209999,64.209999,64.209999,5610000
1961-03-17,64.0,64.0,64.0,64.0,64.0,5960000
1961-03-20,64.860001,64.860001,64.860001,64.860001,64.860001,5780000
1961-03-21,64.739998,64.739998,64.739998,64.739998,64.739998,5800000
1961-03-22,64.699997,64.699997,64.699997,64.699997,64.699997,5840000
1961-03-23,64.529999,64.529999,64.529999,64.529999,64.529999,2170000
1961-03-24,64.41999799999999,64.41999799999999,64.41999799999999,64.41999799999999,64.41999799999999,4390000
1961-03-27,64.349998,64.349998,64.349998,64.349998,64.349998,4190000
1961-03-28,64.379997,64.379997,64.379997,64.379997,64.379997,4630000
1961-03-29,64.93,64.93,64.93,64.93,64.93,5330000
1961-03-30,65.059998,65.059998,65.059998,65.059998,65.059998,5610000
1961-04-03,65.599998,65.599998,65.599998,65.599998,65.599998,6470000
1961-04-04,65.660004,65.660004,65.660004,65.660004,65.660004,7080000
1961-04-05,65.459999,65.459999,65.459999,65.459999,65.459999,5430000
1961-04-06,65.610001,65.610001,65.610001,65.610001,65.610001,4910000
1961-04-07,65.959999,65.959999,65.959999,65.959999,65.959999,5100000
1961-04-10,66.529999,66.529999,66.529999,66.529999,66.529999,5550000
1961-04-11,66.620003,66.620003,66.620003,66.620003,66.620003,5230000
1961-04-12,66.309998,66.309998,66.309998,66.309998,66.309998,4870000
1961-04-13,66.260002,66.260002,66.260002,66.260002,66.260002,4770000
1961-04-14,66.370003,66.370003,66.370003,66.370003,66.370003,5240000
1961-04-17,68.68,68.68,68.68,68.68,68.68,5860000
1961-04-18,66.199997,66.199997,66.199997,66.199997,66.199997,4830000
1961-04-19,65.809998,65.809998,65.809998,65.809998,65.809998,4870000
1961-04-20,65.82,65.82,65.82,65.82,65.82,4810000
1961-04-21,65.769997,65.769997,65.769997,65.769997,65.769997,4340000
1961-04-24,64.400002,64.400002,64.400002,64.400002,64.400002,4590000
1961-04-25,65.300003,65.300003,65.300003,65.300003,65.300003,4670000
1961-04-26,65.550003,65.550003,65.550003,65.550003,65.550003,4980000
1961-04-27,65.459999,65.459999,65.459999,65.459999,65.459999,4450000
1961-04-28,65.309998,65.309998,65.309998,65.309998,65.309998,3710000
1961-05-01,65.16999799999999,65.16999799999999,65.16999799999999,65.16999799999999,65.16999799999999,3710000
1961-05-02,65.639999,65.639999,65.639999,65.639999,65.639999,4110000
1961-05-03,66.18,66.18,66.18,66.18,66.18,4940000
1961-05-04,66.440002,66.440002,66.440002,66.440002,66.440002,5350000
1961-05-05,66.519997,66.519997,66.519997,66.519997,66.519997,4980000
1961-05-08,66.410004,66.410004,66.410004,66.410004,66.410004,5170000
1961-05-09,66.470001,66.470001,66.470001,66.470001,66.470001,5380000
1961-05-10,66.410004,66.410004,66.410004,66.410004,66.410004,5450000
1961-05-11,66.389999,66.389999,66.389999,66.389999,66.389999,5170000
1961-05-12,66.5,66.5,66.5,66.5,66.5,4840000
1961-05-15,66.83000200000001,66.83000200000001,66.83000200000001,66.83000200000001,66.83000200000001,4840000
1961-05-16,67.08000200000001,67.08000200000001,67.08000200000001,67.08000200000001,67.08000200000001,5110000
1961-05-17,67.389999,67.389999,67.389999,67.389999,67.389999,5520000
1961-05-18,66.989998,66.989998,66.989998,66.989998,66.989998,4610000
1961-05-19,67.269997,67.269997,67.269997,67.269997,67.269997,4200000
1961-05-22,66.849998,66.849998,66.849998,66.849998,66.849998,4070000
1961-05-23,66.68,66.68,66.68,66.68,66.68,3660000
1961-05-24,66.260002,66.260002,66.260002,66.260002,66.260002,3970000
1961-05-25,66.010002,66.010002,66.010002,66.010002,66.010002,3760000
1961-05-26,66.43,66.43,66.43,66.43,66.43,3780000
1961-05-31,66.559998,66.559998,66.559998,66.559998,66.559998,4320000
1961-06-01,66.559998,66.559998,66.559998,66.559998,66.559998,3770000
1961-06-02,66.730003,66.730003,66.730003,66.730003,66.730003,3670000
1961-06-05,67.08000200000001,67.08000200000001,67.08000200000001,67.08000200000001,67.08000200000001,4150000
1961-06-06,66.889999,66.889999,66.889999,66.889999,66.889999,4250000
1961-06-07,65.639999,65.639999,65.639999,65.639999,65.639999,3980000
1961-06-08,66.66999799999999,66.66999799999999,66.66999799999999,66.66999799999999,66.66999799999999,3810000
1961-06-09,66.660004,66.660004,66.660004,66.660004,66.660004,3520000
1961-06-12,66.150002,66.150002,66.150002,66.150002,66.150002,3260000
1961-06-13,65.800003,65.800003,65.800003,65.800003,65.800003,3030000
1961-06-14,65.980003,65.980003,65.980003,65.980003,65.980003,3430000
1961-06-15,65.690002,65.690002,65.690002,65.690002,65.690002,3220000
1961-06-16,65.18,65.18,65.18,65.18,65.18,3380000
1961-06-19,64.58000200000001,64.58000200000001,64.58000200000001,64.58000200000001,64.58000200000001,3980000
1961-06-20,65.150002,65.150002,65.150002,65.150002,65.150002,3280000
1961-06-21,65.139999,65.139999,65.139999,65.139999,65.139999,3210000
1961-06-22,64.900002,64.900002,64.900002,64.900002,64.900002,2880000
1961-06-23,65.160004,65.160004,65.160004,65.160004,65.160004,2720000
1961-06-26,64.470001,64.470001,64.470001,64.470001,64.470001,2690000
1961-06-27,64.470001,64.470001,64.470001,64.470001,64.470001,3090000
1961-06-28,64.589996,64.589996,64.589996,64.589996,64.589996,2830000
1961-06-29,64.519997,64.519997,64.519997,64.519997,64.519997,2560000
1961-06-30,64.639999,64.639999,64.639999,64.639999,64.639999,2380000
1961-07-03,65.209999,65.209999,65.209999,65.209999,65.209999,2180000
1961-07-05,65.629997,65.629997,65.629997,65.629997,65.629997,3270000
1961-07-06,65.809998,65.809998,65.809998,65.809998,65.809998,3470000
1961-07-07,65.769997,65.769997,65.769997,65.769997,65.769997,3030000
1961-07-10,65.709999,65.709999,65.709999,65.709999,65.709999,3180000
1961-07-11,65.690002,65.690002,65.690002,65.690002,65.690002,3160000
1961-07-12,65.32,65.32,65.32,65.32,65.32,3070000
1961-07-13,64.860001,64.860001,64.860001,64.860001,64.860001,2670000
1961-07-14,65.279999,65.279999,65.279999,65.279999,65.279999,2760000
1961-07-17,64.790001,64.790001,64.790001,64.790001,64.790001,2690000
1961-07-18,64.410004,64.410004,64.410004,64.410004,64.410004,3010000
1961-07-19,64.699997,64.699997,64.699997,64.699997,64.699997,2940000
1961-07-20,64.709999,64.709999,64.709999,64.709999,64.709999,2530000
1961-07-21,64.860001,64.860001,64.860001,64.860001,64.860001,2360000
1961-07-24,64.870003,64.870003,64.870003,64.870003,64.870003,2490000
1961-07-25,65.230003,65.230003,65.230003,65.230003,65.230003,3010000
1961-07-26,65.839996,65.839996,65.839996,65.839996,65.839996,4070000
1961-07-27,66.610001,66.610001,66.610001,66.610001,66.610001,4170000
1961-07-28,66.709999,66.709999,66.709999,66.709999,66.709999,3610000
1961-07-31,66.760002,66.760002,66.760002,66.760002,66.760002,3170000
1961-08-01,67.370003,67.370003,67.370003,67.370003,67.370003,3990000
